canonicalName	genus	obs_FI	obs_NO	genusKey	speciesKey	count_FI_60N	count_NO_60N	count_FI_66N	count_NO_66N
pyramimonas orientalis	pyramimonas	4	0	9618316	2688109	0	0	0	0
pyramimonas tetrarhynchus	pyramimonas	3	0	9618316	2688113	3	0	0	0
pyramimonas virginica	pyramimonas	1463	65	9618316	2688100	769	0	0	0
pyrola americana	pyrola	3	1	2888249	7397090	0	0	0	0
pyrola chlorantha	pyrola	3501	2622	2888249	2888276	3408	1430	216	101
pyrola grandiflora	pyrola	0	211	2888249	2888285	0	118	0	28
pyrola media	pyrola	4379	2981	2888249	2888292	4306	1518	268	305
pyrola minor	pyrola	20852	14770	2888249	2888272	20651	11158	6942	2991
pyrola rotundifolia	pyrola	14660	8999	2888249	2888269	14301	7117	2695	2881
pyropia thuretii	pyropia	0	2	4908866	8004836	0	2	0	2
pyrus communis	pyrus	99	160	2986532	5362573	93	15	0	0
pyrus cordata	pyrus	0	5	2986532	5362519	0	5	0	0
pyrus pashia	pyrus	0	2	2986532	5362639	0	2	0	0
pyrus pyraster	pyrus	5	16	2986532	5362445	5	16	0	0
pyrus salicifolia	pyrus	0	2	2986532	5362328	0	2	0	0
pyrus ussuriensis	pyrus	0	3	2986532	8017230	0	3	0	0
quadricoccus ellipticus	quadricoccus	0	1	7791149	6135968	0	1	0	1
quadricoccus euryhalinicus	quadricoccus	33	0	7791149	5271782	24	0	0	0
quadrigula closterioides	quadrigula	4	8	2641259	2641262	4	5	0	0
quadrigula korshikovii	quadrigula	0	3	2641259	2641260	0	0	0	0
quadrigula korsikovii	quadrigula	0	8	2641259	6452323	0	0	0	0
quadrigula pfitzeri	quadrigula	0	25	2641259	2641265	0	10	0	0
quercus castaneifolia	quercus	0	2	2877951	7930013	0	2	0	0
quercus cerris	quercus	1	2	2877951	2880580	1	1	1	0
quercus ellipsoidalis	quercus	1	1	2877951	2879276	0	1	0	0
quercus petraea	quercus	1	3049	2877951	2880130	0	194	0	3
quercus robur	quercus	11578	18846	2877951	2878688	11176	2646	7	15
quercus rosacea	quercus	0	122	2877951	2879292	0	8	0	0
quercus rotundifolia	quercus	0	2	2877951	2881550	0	2	0	0
quercus rubra	quercus	58	110	2877951	2880539	56	40	0	0
quercus suber	quercus	0	6	2877951	2879411	0	6	0	0
quillaja saponaria	quillaja	0	2	8360583	3029379	0	2	0	0
rabelera holostea	rabelera	5093	846	11086674	11071158	4773	33	0	5
racomitrium lanuginosum	racomitrium	1138	4885	2673621	2673622	1049	2136	148	516
radiola linoides	radiola	0	484	2873843	2873844	0	0	0	0
radula aquilegia	radula	0	154	2688754	7364715	0	92	0	0
radula complanata	radula	2084	2450	2688754	5286325	2001	1064	95	87
radula lindbergiana	radula	1	13	2688754	8158224	1	0	0	0
radula lindenbergiana	radula	254	181	2688754	5286322	246	87	9	8
ranunculus abditus	ranunculus	4	0	3033294	3920770	0	0	0	0
ranunculus aconitifolius	ranunculus	2	125	3033294	3928139	0	94	0	58
ranunculus acrifolius	ranunculus	4	0	3033294	3928107	2	0	0	0
ranunculus acris	ranunculus	49457	36309	3033294	3033363	48469	21738	5510	4308
ranunculus acutiusculus	ranunculus	4	0	3033294	3927849	2	0	0	0
ranunculus agynophorus	ranunculus	0	6	3033294	3927589	0	0	0	0
ranunculus altaicus	ranunculus	0	8	3033294	7277597	0	1	0	1
ranunculus altior	ranunculus	2	0	3033294	3927157	1	0	0	0
ranunculus altitorus	ranunculus	11	0	3033294	3927139	6	0	0	0
ranunculus amblyodon	ranunculus	2	0	3033294	3927028	1	0	0	0
ranunculus amplexicaulis	ranunculus	0	2	3033294	3926895	0	2	0	0
ranunculus amplisinus	ranunculus	2	0	3033294	3926879	1	0	0	0
ranunculus anemonophyllus	ranunculus	0	16	3033294	3926732	0	16	0	0
ranunculus angustus	ranunculus	0	32	3033294	3926640	0	27	0	0
ranunculus aquatilis	ranunculus	141	516	3033294	3033464	115	218	12	64
ranunculus arcticus	ranunculus	0	19	3033294	3926248	0	0	0	0
ranunculus arctophilus	ranunculus	0	6	3033294	3926240	0	1	0	1
ranunculus arcuiformans	ranunculus	0	3	3033294	3926218	0	1	0	0
ranunculus arvensis	ranunculus	48	24	3033294	3033348	48	1	0	0
ranunculus atriviolascens	ranunculus	5	0	3033294	3925919	4	0	0	0
ranunculus auricomus	ranunculus	426	4518	3033294	9100915	257	2235	8	537
ranunculus aurosulus	ranunculus	8	34	3033294	3923963	0	21	0	0
ranunculus baeckii	ranunculus	1	2	3033294	3923877	1	2	0	2
ranunculus boecheri	ranunculus	1	1	3033294	3923359	0	1	0	1
ranunculus boreigenus	ranunculus	4	0	3033294	3923123	0	0	0	0
ranunculus brunnescens	ranunculus	8	0	3033294	3922830	2	0	0	0
ranunculus bulbosus	ranunculus	462	485	3033294	3033329	341	5	0	0
ranunculus caespitans	ranunculus	0	21	3033294	3922533	0	19	0	0
ranunculus caliginosus	ranunculus	4	0	3033294	3922350	0	0	0	0
ranunculus calvescens	ranunculus	5	30	3033294	3922278	2	8	2	4
ranunculus cassubicus	ranunculus	97	2	3033294	7276750	46	1	0	0
ranunculus circinans	ranunculus	0	11	3033294	3921382	0	11	0	0
ranunculus circinatifrons	ranunculus	16	0	3033294	3921375	4	0	0	0
ranunculus circinatus	ranunculus	1648	5	3033294	3033382	1245	0	0	0
ranunculus collanderi	ranunculus	4	0	3033294	3921194	1	0	0	0
ranunculus confervoides	ranunculus	1827	1287	3033294	3921004	1705	885	502	471
ranunculus confinis	ranunculus	16	0	3033294	3920996	4	0	0	0
ranunculus cosmophyllus	ranunculus	3	0	3033294	3920799	1	0	0	0
ranunculus crassiusculus	ranunculus	13	0	3033294	3920750	4	0	0	0
ranunculus crenatus	ranunculus	0	3	3033294	8348518	0	3	0	3
ranunculus daedalus	ranunculus	2	0	3033294	3931118	1	0	0	0
ranunculus demissus	ranunculus	9	0	3033294	3930823	0	0	0	0
ranunculus dialeptus	ranunculus	3	0	3033294	3930752	0	0	0	0
ranunculus dispar	ranunculus	20	0	3033294	3930604	3	0	0	0
ranunculus dysandrus	ranunculus	5	0	3033294	3930250	1	0	0	0
ranunculus elatior	ranunculus	22	0	3033294	3930135	0	0	0	0
ranunculus ellipes	ranunculus	3	0	3033294	3930061	1	0	0	0
ranunculus erectus	ranunculus	3	2	3033294	3929977	3	0	0	0
ranunculus euanthemus	ranunculus	8	0	3033294	3929767	2	0	0	0
ranunculus fallax	ranunculus	189	4	3033294	7525564	113	1	0	0
ranunculus festivus	ranunculus	3	0	3033294	3929382	3	0	0	0
ranunculus ficaria	ranunculus	10	112	3033294	8397184	20	91	0	10
ranunculus fissifolius	ranunculus	0	11	3033294	3929204	0	3	0	0
ranunculus flammula	ranunculus	6028	6772	3033294	3033312	5627	1700	23	144
ranunculus fluitans	ranunculus	0	4	3033294	7277865	0	3	0	1
ranunculus fuscinus	ranunculus	0	5	3033294	3928638	0	3	0	0
ranunculus glacialis	ranunculus	775	6079	3033294	3033461	752	5519	751	1718
ranunculus glaphyranthus	ranunculus	3	0	3033294	3928133	0	0	0	0
ranunculus glaucescens	ranunculus	22	0	3033294	3928113	13	0	0	0
ranunculus glossophorus	ranunculus	0	5	3033294	3928081	0	1	0	0
ranunculus gregalis	ranunculus	8	0	3033294	3927667	2	0	0	0
ranunculus gyratidens	ranunculus	4	0	3033294	3927465	1	0	0	0
ranunculus hederaceus	ranunculus	0	115	3033294	3033477	0	68	0	0
ranunculus heikkinenii	ranunculus	4	0	3033294	3927151	3	0	0	0
ranunculus holanthus	ranunculus	3	3	3033294	3926647	0	3	0	3
ranunculus hyperboreus	ranunculus	1309	1112	3033294	3033354	1245	787	1017	426
ranunculus hypselus	ranunculus	12	0	3033294	3926180	5	0	0	0
ranunculus illyricus	ranunculus	2	3	3033294	7277455	0	0	0	0
ranunculus imitans	ranunculus	95	0	3033294	3926096	48	0	0	0
ranunculus inconspectus	ranunculus	16	0	3033294	3925926	5	0	0	0
ranunculus inopinus	ranunculus	3	0	3033294	3925852	1	0	0	0
ranunculus kauffmanii	ranunculus	44	0	3033294	7798484	43	0	3	0
ranunculus laestadii	ranunculus	0	6	3033294	3924828	0	1	0	1
ranunculus laetevirens	ranunculus	9	0	3033294	3924822	3	0	0	0
ranunculus laeticolor	ranunculus	7	0	3033294	3924814	3	0	0	0
ranunculus laetifrons	ranunculus	3	0	3033294	3924808	1	0	0	0
ranunculus lanuginosus	ranunculus	2	3	3033294	7826351	1	0	0	0
ranunculus laurilaensis	ranunculus	5	0	3033294	3924366	3	0	0	0
ranunculus lepidus	ranunculus	20	0	3033294	3924176	9	0	0	0
ranunculus leptophyllarius	ranunculus	3	0	3033294	3924120	1	0	0	0
ranunculus linearis	ranunculus	7	0	3033294	3923931	0	0	0	0
ranunculus lingua	ranunculus	2343	352	3033294	8310009	2258	34	10	0
ranunculus linkolae	ranunculus	36	0	3033294	3923894	6	0	0	0
ranunculus lonchophyllarius	ranunculus	9	0	3033294	3923784	0	0	0	0
ranunculus lyallii	ranunculus	0	2	3033294	7647789	0	2	0	0
ranunculus macrantherus	ranunculus	36	0	3033294	3923280	12	0	0	0
ranunculus mancus	ranunculus	4	0	3033294	3922933	0	0	0	0
ranunculus marklundii	ranunculus	0	8	3033294	3922831	0	1	0	0
ranunculus mendax	ranunculus	54	0	3033294	3922501	15	0	0	0
ranunculus mesidius	ranunculus	4	0	3033294	3922445	0	0	0	0
ranunculus microdon	ranunculus	4	0	3033294	3922286	0	0	0	0
ranunculus monophyllus	ranunculus	41	0	3033294	7276772	23	0	13	0
ranunculus monspeliacus	ranunculus	3	0	3033294	7276763	3	0	0	0
ranunculus montanus	ranunculus	18	0	3033294	7456960	17	0	0	0
ranunculus multipartitus	ranunculus	0	20	3033294	3921550	0	20	0	0
ranunculus nemoricola	ranunculus	3	0	3033294	3921177	0	0	0	0
ranunculus nephromorphus	ranunculus	0	4	3033294	3921075	0	0	0	0
ranunculus neumanii	ranunculus	0	15	3033294	3921050	0	0	0	0
ranunculus nivalis	ranunculus	773	2789	3033294	8339890	757	2377	754	1966
ranunculus nivicola	ranunculus	0	1	3033294	3920856	0	1	0	1
ranunculus nothus	ranunculus	3	0	3033294	3920825	1	0	0	0
ranunculus obscurans	ranunculus	16	5	3033294	3920672	2	1	0	0
ranunculus oinonenii	ranunculus	3	0	3033294	3931149	1	0	0	0
ranunculus oligandroides	ranunculus	3	0	3033294	3931134	1	0	0	0
ranunculus oligandrus	ranunculus	30	1	3033294	3931120	9	1	0	0
ranunculus palmgrenii	ranunculus	3	0	3033294	3930421	0	0	0	0
ranunculus parvulifrons	ranunculus	38	0	3033294	3930036	12	0	12	0
ranunculus peltatus	ranunculus	3705	745	3033294	8365713	2970	377	11	135
ranunculus penicillatus	ranunculus	8	3	3033294	7278019	2	0	1	0
ranunculus pensylvanicus	ranunculus	2	0	3033294	7823272	2	0	0	0
ranunculus perelegans	ranunculus	10	0	3033294	3929474	0	0	0	0
ranunculus pilipes	ranunculus	6	0	3033294	3929116	0	0	0	0
ranunculus platanifolius	ranunculus	0	4226	3033294	3928928	0	2961	0	28
ranunculus platycolpoides	ranunculus	45	0	3033294	3928909	16	0	0	0
ranunculus pohleanus	ranunculus	0	4	3033294	3928795	0	4	0	0
ranunculus polyanthemos	ranunculus	6770	3274	3033294	7277831	6499	2268	14	5
ranunculus polydactyloides	ranunculus	0	7	3033294	3928665	0	6	0	0
ranunculus propinquus	ranunculus	1737	1039	3033294	7277744	1726	720	1716	498
ranunculus prorsidens	ranunculus	16	0	3033294	3928142	8	0	0	0
ranunculus pseudobscurans	ranunculus	2	0	3033294	3928055	2	0	0	0
ranunculus psilostachys	ranunculus	0	7	3033294	3927846	0	0	0	0
ranunculus pulchridentatus	ranunculus	0	14	3033294	3927744	0	14	0	0
ranunculus pullus	ranunculus	39	0	3033294	3927722	7	0	0	0
ranunculus pygmaeus	ranunculus	531	3692	3033294	3033446	514	2946	513	1153
ranunculus pyrenaeus	ranunculus	0	8	3033294	7774794	0	0	0	0
ranunculus quinquangularis	ranunculus	0	3	3033294	3927314	0	1	0	0
ranunculus rantae	ranunculus	11	0	3033294	3927215	6	0	0	0
ranunculus recurvens	ranunculus	18	1	3033294	3927024	8	0	0	0
ranunculus repens	ranunculus	36424	23962	3033294	3033339	35819	10664	3750	2365
ranunculus reptabundus	ranunculus	542	1	3033294	7914352	539	0	6	0
ranunculus reptans	ranunculus	8888	5260	3033294	6375524	8735	3471	2895	725
ranunculus retusifolius	ranunculus	4	0	3033294	3926671	4	0	0	0
ranunculus rotundellus	ranunculus	3	21	3033294	3926316	0	8	0	0
ranunculus sardous	ranunculus	53	27	3033294	3033483	47	10	0	2
ranunculus scalaridens	ranunculus	10	0	3033294	3925754	3	0	0	0
ranunculus sceleratus	ranunculus	1166	1799	3033294	3033374	1093	442	0	14
ranunculus schmalhausenii	ranunculus	2704	340	3033294	3925546	2623	190	868	30
ranunculus scotinus	ranunculus	4	0	3033294	3925443	1	0	0	0
ranunculus semicassubicus	ranunculus	2	0	3033294	3925354	2	0	0	0
ranunculus serbicus	ranunculus	14	0	3033294	3925238	14	0	0	0
ranunculus sibboensis	ranunculus	3	0	3033294	3924980	1	0	0	0
ranunculus simplicior	ranunculus	5	0	3033294	3924791	0	0	0	0
ranunculus spp	ranunculus	1	5	3033294	11160571	0	1	0	1
ranunculus stenoschistus	ranunculus	25	0	3033294	3924285	24	0	0	0
ranunculus subcorymbosus	ranunculus	20	32	3033294	3924012	20	32	0	28
ranunculus subnemoricola	ranunculus	3	0	3033294	3923887	1	0	0	0
ranunculus subtenuis	ranunculus	0	6	3033294	3923731	0	6	0	0
ranunculus sulphureus	ranunculus	109	685	3033294	12245356	107	368	107	368
ranunculus sychnoschistus	ranunculus	0	3	3033294	3923543	0	3	0	0
ranunculus tenebricans	ranunculus	1	9	3033294	3923298	0	2	0	0
ranunculus trichophyllus	ranunculus	16	268	3033294	8201205	0	134	0	28
ranunculus trilobulatus	ranunculus	0	2	3033294	3922364	0	1	0	0
ranunculus tutus	ranunculus	3	0	3033294	3922087	0	0	0	0
ranunculus urbicola	ranunculus	4	0	3033294	3921901	2	0	0	0
ranunculus valtae	ranunculus	2	0	3033294	3921734	1	0	0	0
ranunculus varangerensis	ranunculus	0	9	3033294	3921704	0	0	0	0
ranunculus weyleri	ranunculus	0	9	3033294	3921209	0	9	0	9
raoulia australis	raoulia	0	2	8110247	5402431	0	2	0	0
raphanus raphanistrum	raphanus	5890	1475	3040962	3040983	5660	452	87	19
raphanus sativus	raphanus	324	383	3040962	7678610	304	187	1	14
raphidocelis danubiana	raphidocelis	197	4	7906657	2641290	195	4	0	0
raphidocelis subcapitata	raphidocelis	3	3	7906657	2641284	3	3	0	3
rapistrum perenne	rapistrum	14	6	8306649	5373365	11	1	0	0
rapistrum rugosum	rapistrum	216	113	8306649	5373368	205	22	0	0
ratibida pinnata	ratibida	0	11	3087170	3087184	0	11	0	0
reboulia hemisphaerica	reboulia	106	103	2688583	2688584	98	32	0	0
rectithecium piliferum	rectithecium	842	573	10580400	9847625	778	168	26	27
reichardia picroides	reichardia	0	6	2965909	5385655	0	6	0	0
reseda alba	reseda	11	29	3040250	3040254	10	2	0	0
reseda lutea	reseda	379	522	3040250	3040252	337	123	3	4
reseda luteola	reseda	54	136	3040250	3040251	43	8	0	0
reseda odorata	reseda	37	28	3040250	3040255	34	1	0	1
reseda phyteuma	reseda	4	0	3040250	3040253	4	0	0	0
resultomonas moestrupii	resultomonas	0	2	7905285	7861141	0	4	0	0
reynoutria bohemica	reynoutria	75	1531	8420120	4038485	74	1239	0	77
reynoutria compacta	reynoutria	1	1	8420120	6709291	1	1	0	0
reynoutria japonica	reynoutria	2202	17635	8420120	2889173	2164	8040	5	581
reynoutria multiflora	reynoutria	0	4	8420120	4038333	0	4	0	0
reynoutria sachalinensis	reynoutria	785	909	8420120	2889088	756	440	2	57
rhabdoweisia crenulata	rhabdoweisia	0	79	2674607	2674609	0	21	0	0
rhabdoweisia crispata	rhabdoweisia	104	647	2674607	2674608	103	224	1	9
rhabdoweisia fugax	rhabdoweisia	168	616	2674607	2674610	164	255	51	38
rhagadiolus edulis	rhagadiolus	0	2	8217693	5399549	0	2	0	0
rhamnus cathartica	rhamnus	608	2653	3039471	3039491	518	200	0	0
rhaphiolepis bibas	rhaphiolepis	0	4	3032335	10786206	0	4	0	0
rhaphiolepis deflexa	rhaphiolepis	0	2	3032335	10855510	0	2	0	0
rheum compactum	rheum	0	5	2888863	7435913	0	5	0	0
rheum delavayi	rheum	0	3	2888863	4038012	0	3	0	0
rheum fedtschenkoi	rheum	0	2	2888863	4037949	0	2	0	0
rheum forrestii	rheum	0	2	2888863	4037935	0	2	0	0
rheum hybridum	rheum	2	0	2888863	4037896	1	0	0	0
rheum palmatum	rheum	0	14	2888863	2888864	0	13	0	1
rheum rhabarbarum	rheum	419	702	2888863	2888867	405	506	9	218
rheum rhaponticum	rheum	6	42	2888863	2888866	2	33	2	5
rheum ribes	rheum	0	8	2888863	4037514	0	8	0	0
rheum spiciforme	rheum	0	7	2888863	4037435	0	7	0	0
rheum webbianum	rheum	3	1	2888863	4928642	0	0	0	0
rhinanthus alectorolophus	rhinanthus	11	65	3172042	3172045	11	64	0	19
rhinanthus freynii	rhinanthus	0	1	3172042	7333440	0	1	0	1
rhinanthus groenlandicus	rhinanthus	896	1016	3172042	3742382	873	728	858	278
rhinanthus minor	rhinanthus	17680	19522	3172042	3172043	17312	14715	2580	4147
rhinanthus riphaeus	rhinanthus	5	0	3172042	3741867	5	0	1	0
rhinanthus serotinus	rhinanthus	638	1022	3172042	3172044	565	401	24	19
rhizoclonium riparium	rhizoclonium	16	229	2643575	2643576	14	172	0	91
rhizomatophora aegopodioides	rhizomatophora	0	2	9662496	7965935	0	2	0	0
rhizomnium andrewsianum	rhizomnium	9	6	8287428	8128927	9	4	9	4
rhizomnium gracile	rhizomnium	1	0	8287428	8205221	1	0	1	0
rhizomnium magnifolium	rhizomnium	1175	315	8287428	8157239	1119	236	243	63
rhizomnium pseudopunctatum	rhizomnium	1335	1111	8287428	8327405	1242	691	646	237
rhizomnium punctatum	rhizomnium	2138	2999	8287428	8006324	2061	1267	130	151
rhodanthe chlorocephala	rhodanthe	0	4	3137603	3137676	0	1	0	0
rhodella violacea	rhodella	0	2	2653976	2653978	0	1	0	1
rhodiola integrifolia	rhodiola	1	1	2985687	2985695	1	1	0	0
rhodiola pachyclados	rhodiola	0	5	2985687	4199828	0	2	0	0
rhodiola rosea	rhodiola	1328	13426	2985687	2985688	1298	11037	1267	3654
rhodiola semenovii	rhodiola	0	7	2985687	4199368	0	7	0	0
rhodobryum ontariense	rhodobryum	24	25	5281372	5282526	22	0	0	0
rhodobryum roseum	rhodobryum	1553	1363	5281372	5282529	1487	666	73	78
rhodochorton purpureum	rhodochorton	665	129	2664542	2664547	622	62	0	17
rhododendron brachycarpum	rhododendron	0	8	2883026	7135308	0	8	0	0
rhododendron catawbiense	rhododendron	4	213	2883026	2883047	4	99	0	1
rhododendron forrestii	rhododendron	3	0	2883026	7389399	3	0	0	0
rhododendron groenlandicum	rhododendron	3	1	2883026	2882984	0	1	0	0
rhododendron lapponicum	rhododendron	492	1613	2883026	2883075	460	1398	460	1165
rhododendron pentandrum	rhododendron	0	2	2883026	6711545	0	2	0	0
rhododendron ponticum	rhododendron	1	2	2883026	7327990	1	2	0	0
rhododendron simsii	rhododendron	4	0	2883026	7327627	4	0	0	0
rhododendron sutchuenense	rhododendron	0	3	2883026	4164276	0	3	0	0
rhododendron tomentosum	rhododendron	41016	2623	2883026	6400569	40296	2112	12687	2019
rhodomela confervoides	rhodomela	1456	933	2659847	2659870	753	640	0	168
rhodomela lycopodioides	rhodomela	0	372	2659847	2659854	0	290	0	188
rhodomela teres	rhodomela	0	1	2659847	2659848	0	1	0	1
rhodophyllis divaricata	rhodophyllis	0	79	2667689	2667707	0	25	0	2
rhodophysema elegans	rhodophysema	0	6	2668453	2668454	0	5	0	0
rhodophysema georgei	rhodophysema	0	4	2668453	2668465	0	2	0	0
rhodothamniella floridula	rhodothamniella	2	18	7880557	2668632	0	6	0	4
rhodotypos scandens	rhodotypos	0	3	3032441	3032442	0	3	0	0
rhodymenia pseudopalmata	rhodymenia	0	9	2663267	2663303	0	3	0	0
rhus aromatica	rhus	0	3	3190534	3190558	0	3	0	0
rhus chinensis	rhus	0	3	3190534	3190553	0	3	0	0
rhus trilobata	rhus	0	3	3190534	3190562	0	3	0	0
rhus typhina	rhus	1	105	3190534	3190538	0	21	0	0
rhynchospora alba	rhynchospora	5989	6615	2701052	2721119	5549	1974	166	10
rhynchospora fusca	rhynchospora	2503	1875	2701052	8388555	2082	311	114	0
rhynchostegiella tenella	rhynchostegiella	0	97	2679768	2679769	0	9	0	0
rhynchostegium alopecuroides	rhynchostegium	0	38	7441919	7418642	0	18	0	0
rhynchostegium confertum	rhynchostegium	0	48	7441919	2673070	0	4	0	1
rhynchostegium megapolitanum	rhynchostegium	0	2	7441919	2680105	0	1	0	0
rhynchostegium murale	rhynchostegium	5	94	7441919	2680190	5	50	0	26
rhynchostegium riparioides	rhynchostegium	357	330	7441919	4279671	329	73	63	1
rhytidiadelphus loreus	rhytidiadelphus	134	5657	2679706	2679711	105	2252	1	266
rhytidiadelphus squarrosus	rhytidiadelphus	1033	4259	2679706	2679707	965	1615	6	417
rhytidiadelphus subpinnatus	rhytidiadelphus	602	825	2679706	7871586	554	348	21	28
rhytidium rugosum	rhytidium	242	2903	2679712	2679713	187	1762	153	275
ribes alpinum	ribes	15499	1979	2986095	2986184	14770	683	0	31
ribes aureum	ribes	41	47	2986095	2986111	41	7	0	2
ribes culverwellii	ribes	0	8	2986095	7887567	0	8	0	0
ribes divaricatum	ribes	1	75	2986095	2986132	1	30	0	0
ribes glandulosum	ribes	41	1	2986095	2986208	41	1	0	0
ribes hudsonianum	ribes	3	0	2986095	2986140	3	0	0	0
ribes nigrum	ribes	12552	1873	2986095	2986192	12165	800	518	146
ribes pallidum	ribes	1064	226	2986095	4194842	1024	72	5	22
ribes rubrum	ribes	553	3212	2986095	2986097	506	1900	35	435
ribes rusticum	ribes	23	0	2986095	4194867	18	0	0	0
ribes sanguineum	ribes	1	264	2986095	2986130	1	112	0	0
ribes speciosum	ribes	0	2	2986095	2986206	0	2	0	0
ribes spicatum	ribes	15074	5001	2986095	2986129	14648	3014	3108	1283
ribes uva-crispa	ribes	3671	3799	2986095	2986185	3554	1326	2	15
riccardia chamaedryfolia	riccardia	7	159	2689531	10780212	7	89	1	6
riccardia chamedryfolia	riccardia	319	12	2689531	2689533	305	0	61	0
riccardia incurvata	riccardia	55	75	2689531	4277629	50	39	16	8
riccardia latifrons	riccardia	622	405	2689531	4277582	584	204	89	30
riccardia multifida	riccardia	687	316	2689531	2689535	647	173	11	2
riccardia palmata	riccardia	525	483	2689531	4277590	497	298	113	6
riccia beyrichiana	riccia	10	145	2688639	5286299	107	0	0	4
riccia bifurca	riccia	32	31	2688639	5710080	30	8	0	0
riccia canaliculata	riccia	4	28	2688639	5710075	4	6	0	0
riccia cavernosa	riccia	8	18	2688639	5710073	1	2	0	0
riccia ciliata	riccia	7	2	2688639	7958926	6	1	0	0
riccia crystallina	riccia	0	6	2688639	8375943	0	1	0	0
riccia fluitans	riccia	92	110	2688639	8244689	83	42	0	0
riccia glauca	riccia	152	154	2688639	5286298	121	47	4	2
riccia huebeneriana	riccia	31	93	2688639	5836563	16	13	0	0
riccia michelii	riccia	7	0	2688639	8040816	4	0	0	0
riccia sorocarpa	riccia	155	482	2688639	5286296	128	176	14	4
ricciocarpos natans	ricciocarpos	183	90	2688637	2688638	164	1	0	0
ricinus communis	ricinus	8	4	9188216	5380041	8	1	0	0
ripariella riparia	ripariella	9	18	12266423	12192920	6	16	4	4
roaldia dolomitica	roaldia	7	5	10542564	10915600	2	0	2	0
roaldia revoluta	roaldia	109	448	10542564	10141198	99	249	99	75
robinia pseudoacacia	robinia	1	76	2952066	5352251	1	15	0	0
robinia viscosa	robinia	0	7	2952066	5352245	0	0	0	0
rodgersia aesculifolia	rodgersia	9	4	3753103	7339492	9	3	0	0
rodgersia podophylla	rodgersia	5	315	3753103	3754587	5	211	0	29
roemeria argemone	roemeria	40	20	2888427	5531435	35	3	0	1
roemeria hispida	roemeria	1	22	2888427	9587676	1	2	0	0
roemeria hybrida	roemeria	4	0	2888427	7315023	4	0	0	0
roemeria refracta	roemeria	2	0	2888427	5334191	2	0	0	0
rorippa amphibia	rorippa	496	24	3053118	3053201	461	5	8	0
rorippa anceps	rorippa	174	143	3053118	3693336	152	4	0	0
rorippa austriaca	rorippa	29	294	3053118	3053406	27	87	0	0
rorippa islandica	rorippa	39	73	3053118	3053144	12	66	4	26
rorippa palustris	rorippa	13502	4590	3053118	3053168	13215	1686	1711	266
rorippa sylvestris	rorippa	2781	1801	3053118	3053376	2664	502	11	3
rosa acicularis	rosa	1378	5	8395064	3002193	1267	4	30	4
rosa acmenophylla	rosa	0	6	8395064	3009552	0	0	0	0
rosa alba	rosa	23	10	8395064	3007383	22	5	0	2
rosa balsamica	rosa	1	35	8395064	3003310	1	9	0	0
rosa blanda	rosa	8	0	8395064	3002372	7	0	0	0
rosa caesia	rosa	1617	215	8395064	3002191	1262	81	0	1
rosa canina	rosa	48	2807	8395064	3002461	33	371	0	3
rosa carolina	rosa	19	10	8395064	3006171	19	0	0	0
rosa centifolia	rosa	1	1	8395064	3002410	1	0	0	0
rosa chavinii	rosa	0	3	8395064	3008172	0	0	0	0
rosa chinensis	rosa	1	3	8395064	3005039	0	3	0	0
rosa chlorina	rosa	0	5	8395064	3002746	0	0	0	0
rosa cinnamomea	rosa	11	4	8395064	8239898	10243	0	1662	0
rosa connivens	rosa	0	7	8395064	3007561	0	0	0	0
rosa corymbifera	rosa	3	53	8395064	3007783	1	5	0	0
rosa davurica	rosa	2	3	8395064	3007090	2	2	0	1
rosa decurtata	rosa	0	3	8395064	3009947	0	0	0	0
rosa dinota	rosa	0	3	8395064	3010494	0	0	0	0
rosa dumalis	rosa	1631	3085	8395064	3003708	1307	1430	0	100
rosa foetida	rosa	3	3	8395064	3006902	2	1	0	0
rosa francofurtana	rosa	75	2	8395064	3005775	75	0	0	0
rosa gallica	rosa	15	14	8395064	3002530	15	4	0	0
rosa glabrifolia	rosa	16	0	8395064	3010499	14	0	0	0
rosa glauca	rosa	2715	713	8395064	3003709	2601	372	3	25
rosa harisonii	rosa	9	0	8395064	3008299	9	0	0	0
rosa inodora	rosa	3	2	8395064	3002258	2	0	0	0
rosa leffleri	rosa	0	4	8395064	3007880	0	0	0	0
rosa lindstroemii	rosa	0	6	8395064	3008476	0	0	0	0
rosa loenquistiorum	rosa	0	8	8395064	3007194	0	0	0	0
rosa majalis	rosa	183	3237	8395064	3002263	78	1947	7	40
rosa majorugosa	rosa	47	0	8395064	3002307	46	0	1	0
rosa mariaegraebneriae	rosa	23	0	8395064	3011469	23	0	0	0
rosa matssonii	rosa	0	4	8395064	3007853	0	0	0	0
rosa micrantha	rosa	0	4	8395064	3002154	0	1	0	0
rosa mollis	rosa	1367	6595	8395064	3003048	1102	2503	0	474
rosa moyesii	rosa	1	50	8395064	3007073	1	39	0	13
rosa multiflora	rosa	2	78	8395064	3003244	2	14	0	1
rosa nitida	rosa	49	1	8395064	3011247	49	0	1	0
rosa nutkana	rosa	0	2	8395064	3011070	0	2	0	0
rosa obtusifolia	rosa	0	13	8395064	3005909	0	0	0	0
rosa omeiensis	rosa	0	2	8395064	3007118	0	2	0	0
rosa pendulina	rosa	10626	782	8395064	3006974	10325	360	1667	27
rosa pimpinellifolia	rosa	1	0	8395064	8333645	32	5	0	0
